title,media,date,datetime,desc,link,img,Category
Coronavirus (COVID-19) Update: FDA Authorizes Monoclonal ...,,"Feb 10, 2021",2021-02-10 00:00:00.000000,"As part of our Coronavirus Treatment Acceleration Program, the FDA uses every resource at our disposal to make treatments such as these monoclonal ...",https://www.fda.gov/news-events/press-announcements/coronavirus-covid-19-update-fda-authorizes-monoclonal-antibodies-treatment-covid-19-0,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Rapid coronavirus tests: a guide for the perplexed,Nature,"Feb 9, 2021",2021-02-09 00:00:00.000000,"Rapid coronavirus tests: a guide for the perplexed. Scientists still debate whether millions of cheap, fast diagnostic kits will help control the pandemic.",https://www.nature.com/articles/d41586-021-00332-4,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Coronavirus vaccine - weekly summary of Yellow Card reporting,,"Feb 7, 2021",2021-02-07 00:00:00.000000,"Summary. At the time of this report, over 132,281 people across the UK have died within 28 days of a positive test for coronavirus (COVID-19) ...",https://www.gov.uk/government/publications/coronavirus-covid-19-vaccine-adverse-reactions/coronavirus-vaccine-summary-of-yellow-card-reporting,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Why You May Soon Need a Digital Vaccine Passport to Travel,The New York Times,"Feb 6, 2021",2021-02-06 00:00:00.000000,"In the near future, travel may require digital documentation showing that passengers have been vaccinated or tested for the coronavirus. Answers to your ...",https://www.nytimes.com/2021/02/04/travel/coronavirus-vaccine-passports.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Latest Data on COVID-19 Vaccinations by Race/Ethnicity,| KFF,"Feb 5, 2021",2021-02-05 00:00:00.000000,KFF will continue to update these data on a regular basis going forward as vaccination distribution continues. Topics. Coronavirus (COVID-19) · Racial Equity ...,https://www.kff.org/coronavirus-covid-19/issue-brief/latest-data-on-covid-19-vaccinations-race-ethnicity/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Coronavirus (COVID-19) Update: FDA Announces Advisory ...,,"Feb 5, 2021",2021-02-05 00:00:00.000000,Coronavirus (COVID-19) Update: FDA Announces Advisory Committee Meeting to Discuss Janssen Biotech Inc.'s COVID-19 Vaccine Candidate.,https://www.fda.gov/news-events/press-announcements/coronavirus-covid-19-update-fda-announces-advisory-committee-meeting-discuss-janssen-biotech-incs,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Coronavirus is in the air — there's too much focus on surfaces,Nature,"Feb 2, 2021",2021-02-02 00:00:00.000000,Catching the coronavirus from surfaces is rare. The World Health Organization and national public-health agencies need to clarify their advice.,https://www.nature.com/articles/d41586-021-00277-8,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Coronavirus mutations threaten to extend pandemic,The Washington Post,"Feb 1, 2021",2021-02-01 00:00:00.000000,"The road to herd immunity from the coronavirus suddenly looks longer. The emergence of more transmissible, potentially vaccine-evading variants threatens to ...",https://www.washingtonpost.com/health/covid-mutations-herd-immunity/2021/01/30/0741722e-627c-11eb-9430-e7c77b5b0297_story.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Vaccination Locations,State of Illinois Coronavirus,"Jan 28, 2021",2021-01-28 00:00:00.000000,Vaccines.gov is the quickest way to find a vaccine provider and schedule an appointment. You can find providers that offer the vaccine you want. Examples:.,https://coronavirus.illinois.gov/vaccines/vaccination-locations.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Worrisome New Coronavirus Mutations Are Emerging. Why ...,WIRED,"Jan 27, 2021",2021-01-27 00:00:00.000000,"His team began piecing together the genomes of the coronavirus that had caused each person's infection. For months, these researchers had been periodically ...",https://www.wired.com/story/worrisome-new-coronavirus-strains-are-emerging-why-now/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Coronavirus (COVID-19) Update: FDA Takes Action to Place ...,,"Jan 26, 2021",2021-01-26 00:00:00.000000,Coronavirus (COVID-19) Update: FDA Takes Action to Place All Alcohol-Based Hand Sanitizers from Mexico on Import Alert to Help Prevent Entry of Violative and ...,https://www.fda.gov/news-events/press-announcements/coronavirus-covid-19-update-fda-takes-action-place-all-alcohol-based-hand-sanitizers-mexico-import,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Emerging Coronavirus Variants May Pose Challenges to ...,The New York Times,"Jan 22, 2021",2021-01-22 00:00:00.000000,Emerging Coronavirus Variants May Pose Challenges to Vaccines. Laboratory studies of mutations circulating in South Africa suggest they may dodge some of the ...,https://www.nytimes.com/2021/01/20/health/coronavirus-variants-immunity.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Coronavirus (COVID-19): vaccine,,"Jan 21, 2021",2021-01-21 00:00:00.000000,Coronavirus (COVID-19): vaccine. Nova Scotia's COVID-19 immunization plan and vaccine rollout to help protect us against COVID-19. The plan includes 3 phases.,https://novascotia.ca/coronavirus/vaccine/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Inside the B.1.1.7 Coronavirus Variant,The New York Times,"Jan 18, 2021",2021-01-18 00:00:00.000000,"At the heart of each coronavirus is its genome, a twisted strand of nearly 30,000 “letters” of RNA. These genetic instructions force infected human cells to ...",https://www.nytimes.com/interactive/2021/health/coronavirus-mutations-B117-variant.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
How British Scientists Found the More Infectious Coronavirus ...,The New York Times,"Jan 18, 2021",2021-01-18 00:00:00.000000,"Steven Kemp, an infectious disease expert, had been scanning a global library of coronavirus genomes. He was studying how the virus had mutated in the lungs of ...",https://www.nytimes.com/2021/01/16/world/europe/uk-coronavirus-variant.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Vaccine | Coronavirus - Maryland Department of Health,Maryland's Coronavirus,"Jan 16, 2021",2021-01-16 00:00:00.000000,All Marylanders 12 and older are eligible for vaccination. Schedule an appointment today with a health care professional near you.,https://coronavirus.maryland.gov/pages/vaccine,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
"What are the Delta, Gamma, Beta and Alpha Covid variants?",BBC,"Jan 16, 2021",2021-01-16 00:00:00.000000,"Will vaccines still work against variants? Current vaccines were designed for earlier versions of coronavirus, which means they may not be the ideal match for ...",https://www.bbc.com/news/health-55659820,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
New coronavirus variants could cause more reinfections ...,Science,"Jan 15, 2021",2021-01-15 00:00:00.000000,"New coronavirus variants could cause more reinfections, require updated vaccines. By Kai Kupferschmidt Jan. 15, 2021 , 4:55 PM. Science 's COVID-19 reporting is ...",https://www.sciencemag.org/news/2021/01/new-coronavirus-variants-could-cause-more-reinfections-require-updated-vaccines,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Mosaic nanoparticles elicit cross-reactive immune responses ...,Science,"Jan 14, 2021",2021-01-14 00:00:00.000000,Protection against severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and SARS-related emergent zoonotic coronaviruses is urgently needed. We made ...,https://science.sciencemag.org/content/371/6530/735,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Coronavirus (COVID-19) testing before you travel to England,,"Jan 14, 2021",2021-01-14 00:00:00.000000,You must have proof of a negative coronavirus (COVID-19) test to travel to England. You must take a test even if: you've been fully vaccinated ...,https://www.gov.uk/guidance/coronavirus-covid-19-testing-for-people-travelling-to-england,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Pope Calls Coronavirus Vaccinations an Ethical Obligation,The New York Times,"Jan 9, 2021",2021-01-09 00:00:00.000000,"ROME — Pope Francis said he would be vaccinated against the coronavirus as early as next week, calling it a lifesaving, ethical obligation and the refusal ...",https://www.nytimes.com/2021/01/09/world/europe/pope-coronavirus-vaccinations.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Did COVID-19 Escape From a Lab? A Coronavirus Investigation,New York Magazine,"Jan 4, 2021",2021-01-04 00:00:00.000000,"Or they hypothesize that two coronaviruses recombined in a bat, and this new virus spread to other bats, and then the bats infected a person directly — in a ...",https://nymag.com/intelligencer/article/coronavirus-lab-escape-theory.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
COVID-19 Vaccine Distribution,,"Jan 2, 2021",2021-01-02 00:00:00.000000,All Utahns ages 12 and older can get the vaccine. · Local health departments · Healthcare providers · Local pharmacies · Free community vaccination available.,https://coronavirus.utah.gov/vaccine-distribution/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Priority groups for coronavirus (COVID-19) vaccination: advice ...,,"Dec 30, 2020",2020-12-30 00:00:00.000000,"Priority groups for coronavirus (COVID-19) vaccination: advice from the JCVI, 30 December 2020. Advice from the Joint Committee on Vaccination and ...",https://www.gov.uk/government/publications/priority-groups-for-coronavirus-covid-19-vaccination-advice-from-the-jcvi-30-december-2020,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Coronavirus (COVID-19): advice for pregnant employees,GOV.UK,"Dec 25, 2020",2020-12-25 00:00:00.000000,Coronavirus (COVID-19): advice for pregnant employees. Updated 20 July 2021.,https://www.gov.uk/government/publications/coronavirus-covid-19-advice-for-pregnant-employees/coronavirus-covid-19-advice-for-pregnant-employees,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
The Coronavirus Is Mutating. What Does That Mean for Us?,The New York Times,"Dec 22, 2020",2020-12-22 00:00:00.000000,The Coronavirus Is Mutating. What Does That Mean for Us? Officials in Britain and South Africa claim new variants are more easily transmitted. There's a lot ...,https://www.nytimes.com/2020/12/20/health/coronavirus-britain-variant.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
"Mutant coronavirus in the United Kingdom sets off alarms, but ...",Science,"Dec 20, 2020",2020-12-20 00:00:00.000000,"Mutant coronavirus in the United Kingdom sets off alarms, but its importance remains unclear. By Kai Kupferschmidt Dec. 20, 2020 , 5:45 PM. Science 's COVID-19 ...",https://www.sciencemag.org/news/2020/12/mutant-coronavirus-united-kingdom-sets-alarms-its-importance-remains-unclear,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Coronavirus new variant – genomics researcher answers key ...,The Conversation,"Dec 20, 2020",2020-12-20 00:00:00.000000,"Coronavirus new variant – genomics researcher answers key questions. December 20, 2020 3.36pm EST. Lucy van Dorp, UCL ...",https://theconversation.com/coronavirus-new-variant-genomics-researcher-answers-key-questions-152381,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
New coronavirus variant: What do we know?,BBC,"Dec 20, 2020",2020-12-20 00:00:00.000000,"The rapid spread of a new variant of coronavirus has been blamed for the introduction of strict tier four mixing rules for millions of people, ...",https://www.bbc.com/news/health-55388846,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
COVID-19 vaccine side effects: What's normal and what to ...,CNET,"Dec 19, 2020",2020-12-19 00:00:00.000000,"006-syringe-glove-mask-covid-coronavirus-vaccine-pfizer- Sarah Tew/CNET. For the most up-to-date news and information about the coronavirus pandemic, ...",https://www.cnet.com/health/covid-19-vaccine-side-effects-what-we-know-so-far/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
COVID-19 vaccine: How was it developed so fast?,Medical News Today,"Dec 17, 2020",2020-12-17 00:00:00.000000,Stay informed with live updates on the current COVID-19 outbreak and visit our coronavirus hub for more advice on prevention and treatment. Other coronaviruses.,https://www.medicalnewstoday.com/articles/how-did-we-develop-a-covid-19-vaccine-so-quickly,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
[Withdrawn] Coronavirus (COVID-19) asymptomatic testing in ...,,"Dec 17, 2020",2020-12-17 00:00:00.000000,Coronavirus (COVID-19) asymptomatic testing in schools and colleges. Updated 30 March 2021. This guidance was withdrawn on 8 July 2021. This guidance has now ...,https://www.gov.uk/government/publications/coronavirus-covid-19-asymptomatic-testing-in-schools-and-colleges/coronavirus-covid-19-asymptomatic-testing-in-schools-and-colleges,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Coronavirus (COVID-19): EU Settlement Scheme - guidance ...,,"Dec 17, 2020",2020-12-17 00:00:00.000000,Coronavirus (COVID-19): EU Settlement Scheme - guidance for applicants. Guidance for EUSS applicants in or outside the UK who have been affected by restrictions ...,https://www.gov.uk/guidance/coronavirus-covid-19-eu-settlement-scheme-guidance-for-applicants,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
The coronavirus may sometimes slip its genetic material into ...,Science,"Dec 16, 2020",2020-12-16 00:00:00.000000,"The coronavirus may sometimes slip its genetic material into human chromosomes—but what does that mean? By Jon Cohen Dec. 16, 2020 , 6:30 PM. Science 's COVID- ...",https://www.sciencemag.org/news/2020/12/coronavirus-may-sometimes-slip-its-genetic-material-human-chromosomes-what-does-mean,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Private providers of COVID-19 testing: what you need to know,,"Dec 16, 2020",2020-12-16 00:00:00.000000,Individuals with coronavirus symptoms should self-isolate immediately and get ... COVID-19 testing to book a private coronavirus test at their own expense.,https://www.gov.uk/government/publications/list-of-private-providers-of-coronavirus-testing/list-of-private-providers-of-coronavirus-testing,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Private providers of coronavirus (COVID-19) testing,,"Dec 16, 2020",2020-12-16 00:00:00.000000,Private providers of coronavirus (COVID-19) testing. Lists of and information about private providers who have self-declared that they meet the government's ...,https://www.gov.uk/government/publications/list-of-private-providers-of-coronavirus-testing,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Coronavirus (COVID-19) Update: FDA Authorizes Antigen ...,,"Dec 15, 2020",2020-12-15 00:00:00.000000,Coronavirus (COVID-19) Update: FDA Authorizes Antigen Test as First Over-the-Counter Fully At-Home Diagnostic Test for COVID-19. Test is authorized for ...,https://www.fda.gov/news-events/press-announcements/coronavirus-covid-19-update-fda-authorizes-antigen-test-first-over-counter-fully-home-diagnostic,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Latest Coronavirus News (Live Updates),WebMD,"Dec 14, 2020",2020-12-14 00:00:00.000000,"We'll provide the latest updates on coronavirus cases, government response, impacts to our daily life, and more. What is the latest news? U.S. Health Officials ...",https://www.webmd.com/lung/news/20210127/coronavirus-2020-outbreak-latest-updates,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Coronavirus news for Dec. 11,CNBC,"Dec 11, 2020",2020-12-11 00:00:00.000000,"The U.S. reported more than 224,000 new coronavirus cases, nudging the seven-day average to a record 210,201 daily new infections, according to a CNBC ...",https://www.cnbc.com/2020/12/11/coronavirus-live-updates.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Here's Why Vaccinated People Still Need to Wear a Mask,The New York Times,"Dec 10, 2020",2020-12-10 00:00:00.000000,"The coronavirus vaccines, in contrast, are injected deep into the muscles and stimulate the immune system to produce antibodies. This appears to be enough ...",https://www.nytimes.com/2020/12/08/health/covid-vaccine-mask.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
"COVID-19 vaccine details: New variants, when you can get ...",CNET,"Dec 7, 2020",2020-12-07 00:00:00.000000,You have questions about the coronavirus vaccine. We have answers. Sarah Tew/CNET. For the most up-to-date news and information about the coronavirus ...,https://www.cnet.com/health/covid-19-vaccine-details-new-variants-when-you-can-get-vaccinated-hidden-fees/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Countdown to a Coronavirus Vaccine,The New Yorker,"Dec 6, 2020",2020-12-06 00:00:00.000000,"Traditional vaccines inject bits of weakened or inactivated virus, but Moderna's and Pfizer's coronavirus vaccines contain the molecular instructions—the mRNA— ...",https://www.newyorker.com/magazine/2020/12/14/countdown-to-a-coronavirus-vaccine,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Coronavirus Map: Tracking COVID-19 cases across the Bay ...,San Francisco Chronicle,"Dec 1, 2020",2020-12-01 00:00:00.000000,"Coronavirus Tracker. The Chronicle is mapping every reported coronavirus case in the Bay Area, California and the U.S. We are tallying the number of confirmed ...",https://www.sfchronicle.com/projects/coronavirus-map/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Coronavirus (COVID-19): Test to Release for international travel,,"Nov 29, 2020",2020-11-29 00:00:00.000000,Coronavirus (COVID-19): Test to Release for international travel · Contents · How the Test to Release scheme works · How to take part in the scheme · Quarantine ...,https://www.gov.uk/guidance/coronavirus-covid-19-test-to-release-for-international-travel,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
"Coronavirus Disease (COVID-19): What Is It, Symptoms ...",,"Nov 24, 2020",2020-11-24 00:00:00.000000,"What is coronavirus? Coronaviruses are a family of viruses that can cause respiratory illness in humans. They get their name, “corona,” from the many ...",https://my.clevelandclinic.org/health/diseases/21214-coronavirus-covid-19,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Coronaviruses closely related to the pandemic virus ...,Nature,"Nov 23, 2020",2020-11-23 00:00:00.000000,"Coronaviruses closely related to the pandemic virus discovered in Japan and Cambodia. The viruses, both found in bats stored in laboratory freezers, are the ...",https://www.nature.com/articles/d41586-020-03217-0,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Coronavirus (COVID-19) Update: FDA Authorizes Monoclonal ...,,"Nov 22, 2020",2020-11-22 00:00:00.000000,Coronavirus (COVID-19) Update: FDA Authorizes Monoclonal Antibodies for Treatment of COVID-19 ... This includes those who are 65 years of age or older or who have ...,https://www.fda.gov/news-events/press-announcements/coronavirus-covid-19-update-fda-authorizes-monoclonal-antibodies-treatment-covid-19,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
COVID-19 Vaccine,PA Department of Health,"Nov 21, 2020",2020-11-21 00:00:00.000000,Health > All Health Topics > Diseases & Conditions > Coronavirus > Vaccine. Begin Main Content Area. Page Content. COVID-19 Vaccines.,https://www.health.pa.gov/topics/disease/coronavirus/Vaccine/Pages/Vaccine.aspx,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Coronavirus (COVID-19) Update: FDA Announces Advisory ...,,"Nov 20, 2020",2020-11-20 00:00:00.000000,Coronavirus (COVID-19) Update: FDA Announces Advisory Committee Meeting to Discuss COVID-19 Vaccine Candidate ... The U.S. Food and Drug Administration has ...,https://www.fda.gov/news-events/press-announcements/coronavirus-covid-19-update-fda-announces-advisory-committee-meeting-discuss-covid-19-vaccine,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
COVID-19 Vaccine Information,Utah Coronavirus,"Nov 20, 2020",2020-11-20 00:00:00.000000,Every Utahn who is able to should choose to get vaccinated for COVID-19. If as many people as possible get vaccinated and we continue to follow health ...,https://coronavirus.utah.gov/vaccine/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Coronavirus (COVID-19) Update: FDA Authorizes Drug ...,,"Nov 19, 2020",2020-11-19 00:00:00.000000,"Hahn, M.D. “As part of our Coronavirus Treatment Acceleration Program, the FDA continues to use every possible avenue to facilitate new treatments for patients ...",https://www.fda.gov/news-events/press-announcements/coronavirus-covid-19-update-fda-authorizes-drug-combination-treatment-covid-19,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
"Immunity to the Coronavirus May Last Years, New Data Hint",The New York Times,"Nov 19, 2020",2020-11-19 00:00:00.000000,"And the research squares with another recent finding: that survivors of SARS, caused by another coronavirus, still carry certain important immune cells 17 years ...",https://www.nytimes.com/2020/11/17/health/coronavirus-immunity.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
COVID-19 Vaccine Information,Texas Department of State Health Services,"Nov 18, 2020",2020-11-18 00:00:00.000000,COVID-19 Vaccine Information. en españolFacebookInstagramTwitterYouTube. microscopic example of a coronavirus. Find a ...,https://dshs.texas.gov/covidvaccine/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Coronavirus (COVID-19): taxis and PHVs,,"Nov 18, 2020",2020-11-18 00:00:00.000000,"Coronavirus (COVID-19): taxis and PHVs ... Actions that drivers, operators and owners of taxis or private hire vehicles (PHVs) can take to protect against ...",https://www.gov.uk/guidance/coronavirus-covid-19-taxis-and-phvs,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Early Data Show Moderna's Coronavirus Vaccine Is 94.5 ...,The New York Times,"Nov 18, 2020",2020-11-18 00:00:00.000000,The Pfizer and Moderna vaccines far exceeded the Food and Drug Administration's requirement that coronavirus vaccines be at least 50 percent effective to ...,https://www.nytimes.com/2020/11/16/health/Covid-moderna-vaccine.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Coronavirus (COVID-19) Update: FDA Authorizes First COVID ...,,"Nov 18, 2020",2020-11-18 00:00:00.000000,... (real-time loop mediated amplification reaction) single use test that is intended to detect the novel coronavirus SARS-CoV-2 that causes COVID-19.,https://www.fda.gov/news-events/press-announcements/coronavirus-covid-19-update-fda-authorizes-first-covid-19-test-self-testing-home,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Researchers find coronavirus was circulating in Italy earlier ...,Reuters,"Nov 16, 2020",2020-11-16 00:00:00.000000,"ROME (Reuters) - The new coronavirus was circulating in Italy in September 2019, a study by the National Cancer Institute (INT) of the Italian city of Milan ...",https://www.reuters.com/article/health-coronavirus-italy-timing-idUSKBN27W1J2,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
COVID-19 PCR home test kit instructions,,"Nov 14, 2020",2020-11-14 00:00:00.000000,A polymerase chain reaction (PCR) test is a type of coronavirus test you do at home and send back to be processed in a lab. You'll get the results by text and ...,https://www.gov.uk/government/publications/testing-for-coronavirus-at-home,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Enabling safe and effective volunteering during coronavirus ...,,"Nov 13, 2020",2020-11-13 00:00:00.000000,"Anyone can volunteer during the coronavirus pandemic. The government is no longer instructing people to volunteer from home if they can. However, the government ...",https://www.gov.uk/guidance/enabling-safe-and-effective-volunteering-during-coronavirus-covid-19,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
Study: New Mutation Sped Up Spread of Coronavirus,WebMD,"Nov 13, 2020",2020-11-13 00:00:00.000000,"Study: New Mutation Sped Up Spread of Coronavirus ... Nov. 13, 2020 -- The virus that causes COVID-19 is not the same strain as what first emerged from China. A ...",https://www.webmd.com/lung/news/20201113/study-new-coronavirus-mutation-accelerates-spread,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
[Withdrawn] Check if you're eligible for the coronavirus Local ...,,"Nov 12, 2020",2020-11-12 00:00:00.000000,Check if you're eligible for the coronavirus Local Restrictions Support Grant (for open businesses). The Local Restrictions Support Grant (LRSG (Open)) supports ...,https://www.gov.uk/guidance/check-if-youre-eligible-for-the-coronavirus-local-restrictions-support-grant-for-open-businesses,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
One in five COVID-19 patients develop mental illness within ...,Reuters,"Nov 11, 2020",2020-11-11 00:00:00.000000,... after a large study found 20% of those infected with the coronavirus are diagnosed with a psychiatric disorder within 90 days.,https://www.reuters.com/article/health-coronavirus-mental-illness-int-idUSKBN27P35N,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Coronavirus
